12.810737	29.219476	-38.529792	0.011611	-0.178200	30.017485	-37.040984	5.673619	-1.613546
12.910796	28.641899	-34.537495	0.065773	-0.176191	29.990685	-37.592167	5.678039	-1.631149
13.020586	31.937649	-37.225155	0.196141	-0.166082	29.949207	-38.199951	5.692466	-1.649287
13.120613	36.560207	-38.822461	0.142735	-0.150838	29.899669	-38.757779	5.710153	-1.664354
13.220595	31.080941	-38.700490	0.160180	-0.114424	29.840242	-39.315673	5.727267	-1.675322
13.330811	29.320678	-35.304358	0.201685	-0.078651	29.764450	-39.936700	5.746484	-1.683602
13.430606	32.714648	-43.285466	0.216345	-0.055002	29.701439	-40.486507	5.767536	-1.688818
13.530588	28.831190	-40.189312	0.241454	-0.030539	29.630883	-41.045985	5.789627	-1.691559
13.630572	31.124332	-44.308156	0.310269	-0.002512	29.557966	-41.611262	5.812723	-1.691280
13.740630	24.968308	-46.050045	0.360124	0.024213	29.479431	-42.237311	5.844255	-1.688388
13.840756	29.266976	-43.019451	0.320021	0.054135	29.409199	-42.813045	5.876950	-1.682599
13.940581	30.033674	-44.912914	0.337407	0.079280	29.343235	-43.373564	5.910253	-1.674381
14.050649	26.823729	-48.054027	0.278636	0.100053	29.272205	-44.007937	5.939583	-1.663095
14.150632	29.870921	-43.844715	0.227560	0.122759	29.212546	-44.584823	5.964980	-1.650561
14.250681	31.149052	-43.591722	0.240883	0.137778	29.163065	-45.173314	5.986636	-1.636471
14.360681	28.744852	-43.118044	0.270183	0.137571	29.126283	-45.816566	6.018734	-1.621371
14.460695	28.826598	-47.728281	0.359496	0.145870	29.099332	-46.406608	6.048973	-1.606702
14.560670	28.036252	-48.172996	0.341317	0.147915	29.077409	-47.003372	6.084293	-1.591756
14.670633	24.743393	-47.352472	0.340703	0.141038	29.074867	-47.665124	6.121699	-1.576350
14.770638	29.580330	-48.998553	0.326385	0.140395	29.080559	-48.274022	6.155158	-1.562530
14.870715	27.668322	-48.137242	0.392432	0.142157	29.096005	-48.880850	6.191912	-1.548224
14.970670	32.550884	-49.421946	0.392803	0.134175	29.117143	-49.498457	6.232102	-1.534823
15.080719	28.135102	-51.365564	0.372532	0.128604	29.150369	-50.182670	6.274173	-1.520775
15.180677	29.047513	-53.340336	0.391589	0.128305	29.187026	-50.810805	6.313155	-1.507877
15.290661	28.988762	-51.382059	0.308522	0.117347	29.239284	-51.504423	6.350546	-1.495030
15.390740	32.976151	-50.255242	0.247846	0.109910	29.286794	-52.142189	6.376052	-1.484225
15.490712	31.409087	-54.208944	0.260781	0.103443	29.341028	-52.783047	6.402567	-1.473872
15.590676	30.743711	-55.705634	0.199518	0.092500	29.403868	-53.426869	6.425809	-1.464736
15.700718	30.103299	-53.297865	0.138916	0.080898	29.479378	-54.135339	6.445230	-1.456015
15.800748	28.019376	-50.784103	0.099059	0.072139	29.552195	-54.782863	6.458766	-1.448853
